customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_VLookup,internet_service,internet_service_VLookup,contract_type,contract_type_VLookup,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,monthly_charges
2984-TBYKU,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$104.90,"$7,732.65",No,73.71448999,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$104.90
8879-XUAHX,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,$116.25,"$8,564.75",No,73.67526882,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$116.25
6749-UTDVX,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,$103.65,"$7,634.80",No,73.65943078,FALSE,FALSE,TRUE,TRUE,TRUE,0,,$103.65
8200-LGKSR,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Electronic check,$83.20,"$6,126.10",No,73.63100962,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$83.20
0480-KYJVA,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),$24.25,"$1,784.50",No,73.58762887,TRUE,FALSE,TRUE,FALSE,FALSE,3,,$24.25
9866-OCCKE,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Mailed check,$109.75,"$8,075.35",No,73.57949886,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$109.75
4231-LZUYM,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),$25.65,"$1,887.00",No,73.56725146,TRUE,FALSE,TRUE,FALSE,FALSE,1,,$25.65
0626-QXNGV,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),$24.15,"$1,776.45",No,73.55900621,TRUE,FALSE,TRUE,FALSE,FALSE,1,,$24.15
2878-RMWXY,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$102.65,"$7,550.30",No,73.55382367,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$102.65
3274-NSDWE,Female,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),$19.60,"$1,441.65",No,73.55357143,TRUE,FALSE,TRUE,FALSE,FALSE,0,,$19.60
8915-NNTRC,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$107.70,"$7,919.80",No,73.53574745,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$107.70
9489-JMTTN,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$89.75,"$6,595.90",No,73.49192201,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$89.75
9788-HNGUT,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$116.95,"$8,594.40",No,73.48781531,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$116.95
6253-GNHWH,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Mailed check,$71.10,"$5,224.95",No,73.48734177,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$71.10
0739-UUAJR,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Credit card (automatic),$53.80,"$3,952.45",No,73.46561338,TRUE,FALSE,FALSE,TRUE,FALSE,3,,$53.80
5968-XQIVE,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,$89.70,"$6,588.95",No,73.45540691,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$89.70
2167-FQSTQ,Female,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Electronic check,$92.40,"$6,786.10",No,73.44264069,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$92.40
0301-FIDRB,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),$63.80,"$4,684.30",No,73.42163009,TRUE,FALSE,FALSE,TRUE,FALSE,3,,$63.80
0675-NCDYU,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$116.40,"$8,543.25",No,73.39561856,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$116.40
7781-HVGMK,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Credit card (automatic),$65.20,"$4,784.45",No,73.38113497,TRUE,FALSE,FALSE,TRUE,FALSE,3,,$65.20
6963-KQYQB,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Mailed check,$24.05,"$1,764.75",No,73.37837838,TRUE,FALSE,TRUE,FALSE,FALSE,3,,$24.05
6166-YIPFO,Male,0,Yes,No,0,No Phone Service,1,DSL,2,2 Year,Electronic check,$64.70,"$4,746.05",No,73.35471406,FALSE,FALSE,FALSE,TRUE,FALSE,1,,$64.70
3339-EAQNV,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),$97.25,"$7,133.10",No,73.34807198,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$97.25
4079-WWQQQ,Male,0,No,No,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),$65.55,"$4,807.45",No,73.34019832,FALSE,FALSE,FALSE,TRUE,FALSE,0,,$65.55
5598-IKHQQ,Female,0,No,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),$25.45,"$1,866.45",No,73.33791749,TRUE,FALSE,TRUE,FALSE,FALSE,0,,$25.45
7301-ABVAD,Female,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),$86.60,"$6,350.50",No,73.33140878,TRUE,FALSE,TRUE,TRUE,TRUE,0,,$86.60
1679-JRFBR,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),$108.15,"$7,930.55",No,73.32917245,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$108.15
1131-QQZEB,Male,1,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),$23.95,"$1,756.20",No,73.32776618,FALSE,FALSE,TRUE,FALSE,FALSE,1,,$23.95
8374-UULRV,Male,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$86.05,"$6,309.65",No,73.32539221,FALSE,FALSE,TRUE,TRUE,TRUE,0,,$86.05
3913-FCUUW,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),$70.45,"$5,165.70",No,73.32434351,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$70.45
9297-EONCV,Female,0,No,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),$91.35,"$6,697.20",No,73.3136289,TRUE,FALSE,TRUE,TRUE,TRUE,0,,$91.35
3976-HXHCE,Male,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),$19.30,"$1,414.80",No,73.30569948,FALSE,FALSE,TRUE,FALSE,FALSE,0,,$19.30
7711-GQBZC,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),$24.70,"$1,810.55",No,73.30161943,TRUE,FALSE,TRUE,FALSE,FALSE,3,,$24.70
0665-XHDJU,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,$99.40,"$7,285.70",No,73.29678068,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$99.40
2925-VDZHY,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$88.70,"$6,501.35",No,73.29594138,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$88.70
2190-PHBHR,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$94.45,"$6,921.70",No,73.2842774,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$94.45
1927-QEWMY,Female,0,Yes,No,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),$20.50,"$1,502.25",No,73.2804878,TRUE,FALSE,TRUE,FALSE,FALSE,1,,$20.50
6719-FGEDO,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$97.00,"$7,104.20",No,73.23917526,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$97.00
7860-KSUGX,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$64.45,"$4,720.00",No,73.23506594,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$64.45
8229-BUJHX,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),$20.50,"$1,500.95",No,73.21707317,TRUE,FALSE,TRUE,FALSE,FALSE,3,,$20.50
6734-PSBAW,Male,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),$23.55,"$1,723.95",No,73.20382166,FALSE,FALSE,TRUE,FALSE,FALSE,1,,$23.55
6007-TCTST,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$115.80,"$8,476.50",No,73.19948187,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$115.80
8735-SDUFN,Female,1,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),$24.30,"$1,778.70",No,73.19753086,TRUE,FALSE,TRUE,FALSE,FALSE,1,,$24.30
7359-WWYJV,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$114.45,"$8,375.05",No,73.17649629,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$114.45
1027-LKKQQ,Female,0,Yes,Yes,1,One Line,1,DSL,2,2 Year,Bank transfer (automatic),$80.45,"$5,886.85",No,73.17402113,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$80.45
5494-WOZRZ,Female,0,Yes,Yes,1,One Line,1,DSL,2,2 Year,Credit card (automatic),$82.00,"$5,999.85",No,73.16890244,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$82.00
3569-JFODW,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$90.95,"$6,652.45",No,73.14403518,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$90.95
8544-JNBOX,Male,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Mailed check,$20.80,"$1,521.20",No,73.13461538,FALSE,FALSE,TRUE,FALSE,FALSE,0,,$20.80
6285-FTQBF,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),$25.55,"$1,867.70",No,73.09980431,FALSE,FALSE,TRUE,FALSE,FALSE,3,,$25.55
9065-ZCPQX,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),$78.85,"$5,763.15",No,73.09004439,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$78.85
5954-BDFSG,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$107.50,"$7,853.70",No,73.05767442,TRUE,FALSE,TRUE,TRUE,TRUE,0,,$107.50
8454-AATJP,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$115.05,"$8,405.00",No,73.05519339,TRUE,FALSE,TRUE,TRUE,TRUE,0,,$115.05
0270-THENM,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),$69.85,"$5,102.35",No,73.04724409,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$69.85
2251-PYLPB,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$79.55,"$5,810.90",No,73.04714016,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$79.55
1775-KWJKQ,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$89.85,"$6,562.90",No,73.04284919,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$89.85
7569-NMZYQ,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$118.75,"$8,672.45",No,73.03115789,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$118.75
9242-TKFSV,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Credit card (automatic),$65.10,"$4,754.30",No,73.03072197,FALSE,FALSE,FALSE,TRUE,FALSE,3,,$65.10
8204-YJCLA,Male,1,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),$64.80,"$4,732.35",No,73.03009259,FALSE,FALSE,FALSE,TRUE,FALSE,3,,$64.80
8398-TBIYD,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$84.70,"$6,185.15",No,73.02420307,TRUE,FALSE,TRUE,TRUE,TRUE,0,,$84.70
0613-WUXUM,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,$19.20,"$1,401.40",No,72.98958333,TRUE,FALSE,TRUE,FALSE,FALSE,3,,$19.20
3146-MSEGF,Female,1,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$88.05,"$6,425.65",No,72.97728563,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$88.05
7602-MVRMB,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$110.45,"$8,058.85",No,72.96378452,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$110.45
5451-YHYPW,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$115.75,"$8,443.70",No,72.94773218,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$115.75
8015-IHCGW,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,$115.50,"$8,425.15",No,72.94502165,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$115.50
6859-QNXIQ,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$113.10,"$8,248.50",No,72.93103448,TRUE,FALSE,TRUE,TRUE,TRUE,3,,$113.10
6656-GULJQ,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$83.55,"$6,093.30",No,72.92998205,FALSE,FALSE,TRUE,TRUE,TRUE,3,,$83.55
1926-QUZNN,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Bank transfer (automatic),$25.25,"$1,841.20",No,72.91881188,TRUE,FALSE,TRUE,FALSE,FALSE,1,,$25.25
8263-QMNTJ,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,$115.55,"$8,425.30",No,72.91475552,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$115.55
5781-RFZRP,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$73.50,"$5,357.75",No,72.89455782,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$73.50
8823-RLPWL,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),$110.65,"$8,065.65",No,72.89335743,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$110.65
6437-UDQJM,Female,1,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$84.10,"$6,129.65",No,72.88525565,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$84.10
0174-QRVVY,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),$25.35,"$1,847.55",No,72.8816568,FALSE,FALSE,TRUE,FALSE,FALSE,3,,$25.35
6631-HMANX,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Credit card (automatic),$85.45,"$6,227.50",No,72.87887654,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$85.45
5781-BKHOP,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$100.65,"$7,334.05",No,72.86686538,TRUE,FALSE,TRUE,TRUE,TRUE,1,,$100.65
8809-XKHMD,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),$100.55,"$7,325.10",No,72.85032322,FALSE,FALSE,TRUE,TRUE,TRUE,1,,$100.55
