customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_VLookup,internet_service,internet_service_VLookup,contract_type,contract_type_VLookup,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,monthly_charges
1228-FZFRV,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),$105.95,"$5,341.80",Yes,50.41812176,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$105.95
6172-FECYY,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$84.50,"$4,254.85",Yes,50.35325444,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$84.50
7480-QNVZJ,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$95.70,"$4,816.70",Yes,50.33124347,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$95.70
8276-MQBYC,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$97.80,"$4,913.30",Yes,50.23824131,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$97.80
8610-WFCJF,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$95.60,"$4,783.50",Yes,50.03661088,TRUE,TRUE,TRUE,TRUE,TRUE,3,,$95.60
7481-ATQQS,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),$90.85,"$4,515.85",Yes,49.70665933,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$90.85
6583-QGCSI,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$88.05,"$4,367.35",Yes,49.600795,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$88.05
8623-TMRBY,Male,1,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$84.20,"$4,146.05",Yes,49.24049881,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$84.20
9776-CLUJA,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$77.50,"$3,807.35",Yes,49.12709677,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$77.50
8624-GIOUT,Female,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Credit card (automatic),$59.75,"$2,934.30",Yes,49.10962343,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$59.75
5655-JSMZM,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$96.20,"$4,718.25",Yes,49.0462578,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$96.20
5536-RTPWK,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$99.05,"$4,853.75",Yes,49.00302877,FALSE,TRUE,TRUE,TRUE,TRUE,1,,$99.05
0617-FHSGK,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),$75.20,"$3,678.30",Yes,48.91356383,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,$75.20
1842-EZJMK,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$103.70,"$5,071.05",Yes,48.90115718,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$103.70
6651-AZVTJ,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$99.80,"$4,872.45",Yes,48.82214429,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$99.80
6173-ITPWD,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$83.35,"$4,065.00",Yes,48.77024595,FALSE,TRUE,TRUE,TRUE,TRUE,1,,$83.35
3194-ORPIK,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$84.40,"$4,116.15",Yes,48.76954976,TRUE,TRUE,TRUE,TRUE,TRUE,3,,$84.40
8634-MPHTR,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$100.05,"$4,871.05",Yes,48.68615692,FALSE,TRUE,TRUE,TRUE,TRUE,1,,$100.05
0280-XJGEX,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$103.70,"$5,036.30",Yes,48.56605593,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$103.70
3923-CSIHK,Female,1,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,$71.05,"$3,444.85",Yes,48.48486981,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$71.05
3804-RVTGV,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$103.85,"$5,017.90",Yes,48.31872894,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$103.85
8938-UMKPI,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$106.40,"$5,127.95",Yes,48.1950188,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$106.40
6467-CHFZW,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$99.35,"$4,749.15",Yes,47.80221439,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$99.35
4566-GOLUK,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$107.35,"$5,118.95",Yes,47.68467629,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$107.35
6394-MFYNG,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$107.40,"$5,121.30",Yes,47.68435754,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$107.40
0643-OKLRP,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$80.35,"$3,825.85",Yes,47.61481021,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$80.35
2195-ZRVAX,Female,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,$85.30,"$4,045.65",Yes,47.42848769,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$85.30
1095-JUDTC,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$95.05,"$4,504.55",Yes,47.39137296,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$95.05
0447-BEMNG,Female,0,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),$45.30,"$2,145.00",Yes,47.35099338,TRUE,TRUE,FALSE,TRUE,FALSE,1,,$45.30
6686-YPGHK,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,$85.50,"$4,042.30",Yes,47.27836257,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$85.50
7881-INRLC,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),$100.85,"$4,740.00",Yes,47.00049579,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$100.85
1732-VHUBQ,Female,1,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$70.55,"$3,309.25",Yes,46.90644933,TRUE,TRUE,TRUE,TRUE,TRUE,3,,$70.55
6599-RCLCJ,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$109.55,"$5,124.55",Yes,46.77818348,FALSE,TRUE,TRUE,TRUE,TRUE,1,,$109.55
6769-DYBQN,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,$85.00,"$3,969.40",Yes,46.69882353,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$85.00
7248-VZQLC,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$85.20,"$3,969.35",Yes,46.58861502,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$85.20
4433-JCGCG,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$101.00,"$4,680.05",Yes,46.33712871,FALSE,TRUE,TRUE,TRUE,TRUE,1,,$101.00
2302-ANTDP,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$117.45,"$5,438.90",Yes,46.30821626,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$117.45
6845-RGTYS,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$98.75,"$4,533.70",Yes,45.91088608,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$98.75
4829-AUOAX,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$96.05,"$4,399.50",Yes,45.80426861,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$96.05
4720-VSTSI,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),$84.80,"$3,862.55",Yes,45.54893868,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$84.80
1322-AGOQM,Male,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),$30.30,"$1,380.10",Yes,45.54785479,FALSE,TRUE,FALSE,TRUE,FALSE,0,,$30.30
5980-NOPLP,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$96.10,"$4,364.10",Yes,45.41207076,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$96.10
6439-GTPCA,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$87.25,"$3,941.70",Yes,45.17707736,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$87.25
7641-EUYET,Male,1,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$100.70,"$4,541.20",Yes,45.09632572,FALSE,TRUE,TRUE,TRUE,TRUE,3,,$100.70
2869-ADAWR,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),$89.30,"$4,016.85",Yes,44.98152296,TRUE,TRUE,TRUE,TRUE,TRUE,0,,$89.30
6961-VCPMC,Male,1,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,$80.40,"$3,605.20",Yes,44.84079602,FALSE,TRUE,TRUE,TRUE,TRUE,1,,$80.40
8919-FYFQZ,Male,1,Yes,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,$30.35,"$1,359.70",Yes,44.80065898,FALSE,TRUE,FALSE,TRUE,FALSE,1,,$30.35
9600-NAXZN,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$101.40,"$4,528.00",Yes,44.65483235,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$101.40
4580-TMHJU,Female,0,Yes,Yes,1,One Line,1,DSL,0,Month-to-Month,Electronic check,$56.15,"$2,499.30",Yes,44.5111309,TRUE,TRUE,TRUE,TRUE,TRUE,3,,$56.15
8708-XPXHZ,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$94.20,"$4,186.30",Yes,44.44055202,TRUE,TRUE,TRUE,TRUE,TRUE,3,,$94.20
8178-EYZUO,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,$93.70,"$4,154.80",Yes,44.34151547,FALSE,TRUE,TRUE,TRUE,TRUE,0,,$93.70
3982-XWFZQ,Female,0,Yes,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,$50.25,"$2,203.65",Yes,43.85373134,TRUE,TRUE,TRUE,TRUE,TRUE,1,,$50.25
